state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
FL,127,415,416-1676,0,0,0,106,45.32,168,22.51,119,9.32,2,1.59,1,1
RI,121,408,329-7347,0,0,0,108,28.97,68,29.79,87,13.37,3,3.02,0,1
IA,158,415,360-6868,0,0,0,106,26.86,114,24.86,89,10.85,4,2.46,1,0
AZ,136,510,405-6641,0,0,0,117,15.64,77,21.56,90,9.63,10,2.78,1,0
MO,196,415,393-2373,0,0,0,109,39.78,114,21.21,70,7.79,5,2.46,2,0
VT,113,415,419-1714,0,0,0,111,46.26,118,22.82,105,9.62,10,2.3,1,1
IN,122,408,336-3819,0,0,0,99,50.39,89,18.26,107,6.03,3,3.08,4,1
RI,112,510,341-3464,0,0,0,101,33.05,82,16.18,107,8.25,2,3.08,0,0
SD,209,415,413-5310,0,0,0,128,38.62,92,21.96,74,8.26,4,2.4,3,0
MN,62,415,366-7912,0,0,0,109,42.28,118,18.7,78,11.96,2,3.56,1,1
TX,110,415,399-8845,0,1,38,102,40.17,112,16.65,82,8.26,6,2.62,1,0
VA,16,510,368-2583,0,0,0,69,34.95,93,14.41,64,9.9,3,2.94,0,0
MA,73,408,360-6309,0,0,0,136,16,122,23.83,77,9.23,4,2.65,0,0
ID,128,408,359-5890,0,0,0,99,21.28,107,17.46,111,11.45,2,5.1,0,0
MA,39,408,332-2462,0,0,0,158,10.27,120,26.03,46,5.58,3,3.35,1,0
GA,103,415,381-9196,0,1,28,105,20.57,100,22.98,76,7.22,4,2.08,2,0
RI,119,415,329-3222,0,1,29,66,20.03,114,21.83,76,6.64,3,2.05,3,0
ID,173,510,363-5819,0,1,21,96,39.51,118,18.01,102,12.29,5,1.35,3,0
SD,128,510,413-9269,1,1,32,81,38,74,16.05,101,6.97,2,2.54,2,1
MA,86,510,330-7483,0,0,0,79,29.97,97,22.03,78,12.93,3,1.67,0,0
WY,114,415,403-7775,0,1,32,79,21.28,105,15.11,89,10.46,3,3.48,1,0
VA,104,408,360-2479,0,0,0,107,23.58,113,21.84,74,10.57,3,2.7,0,0
OR,148,415,394-3791,0,0,0,134,14.67,92,20.96,91,11.32,4,3.05,1,0
VA,129,408,384-2632,0,0,0,91,35.19,121,13.17,112,11.03,5,3.62,3,0
ME,100,510,359-8466,0,1,30,104,10,107,18.66,118,6.85,3,1.92,0,0
AL,121,408,331-8909,0,1,35,95,11.68,69,17.78,42,8.88,4,3.08,1,0
GA,143,408,359-5160,0,1,33,109,40.66,112,20.02,95,7.03,4,2.57,1,0
IA,76,510,330-9833,0,0,0,130,33.71,86,18.45,96,8.48,3,3.38,0,0
AZ,158,510,362-2314,0,0,0,97,34.88,77,20.45,108,3.59,12,3.89,0,0
FL,116,510,338-8478,0,0,0,98,32.66,135,26.6,94,5.86,2,2.13,3,0
MT,54,415,387-5453,0,0,0,83,46.34,74,21.14,111,8.88,2,2.57,1,1
AL,86,415,380-3437,0,0,0,121,21.81,93,16.75,152,6.23,5,3.29,7,1
DE,108,510,365-8779,0,0,0,99,28.83,87,22.45,78,9.28,4,2.51,0,0
MT,66,510,407-2750,0,0,0,95,34.22,66,12.99,101,10.49,4,2.03,1,0
KY,151,408,396-8265,0,1,17,97,36.5,90,11.77,44,7.61,4,2.32,1,0
SC,99,510,397-4304,0,0,0,70,28.76,77,23.08,104,7.66,2,2.86,0,0
WA,55,415,333-2611,0,0,0,121,33,110,15.01,136,13.63,7,1.89,2,0
OR,77,510,409-8814,0,0,0,104,39.75,94,22.65,104,9.57,3,2.05,2,0
AK,78,408,336-5406,0,0,0,67,38.27,127,16.93,102,7.9,2,3.94,0,0
GA,89,415,343-6940,0,0,0,63,36.21,71,15.01,126,11.82,1,2.46,1,1
MN,101,415,361-9923,0,0,0,115,31.26,101,21.75,145,12.38,11,2.92,1,0
IL,44,415,350-6639,0,1,34,105,37.71,85,13.74,62,10.25,7,3.78,0,0
IN,98,408,376-4300,0,1,21,98,10.98,86,14.97,84,11.02,0,0,2,0
SC,64,510,349-6567,0,1,37,92,26.28,103,7.09,99,7.47,3,3.59,1,0
VA,141,415,333-7749,0,0,0,131,44.23,120,15.23,119,6.08,8,1.94,3,0
WI,81,415,408-6089,0,1,33,117,27.47,90,10.46,101,11.76,5,3.29,1,0
VT,162,510,375-2165,0,0,0,117,37.5,121,13.19,89,8.4,11,2.84,1,0
AZ,83,415,400-6999,0,1,41,122,26.5,107,13.8,105,5.74,5,3.54,3,0
FL,100,510,420-7823,0,0,0,63,18.19,67,8.98,74,10.94,3,3.46,4,1
AK,59,510,366-5241,0,0,0,104,31.03,95,17.4,100,10.35,8,3.05,4,0
AR,179,415,413-3412,1,1,38,78,37.42,71,19.92,85,10.68,4,2.73,4,0
AR,79,408,406-2752,0,0,0,112,25.87,132,15.06,87,4.34,3,1.43,1,0
AK,117,415,337-8078,0,0,0,95,30.86,88,17.43,82,9.18,9,3.97,2,0
MS,64,408,402-1942,1,0,0,77,40.15,85,18.58,97,8.73,2,3.56,2,1
ME,31,415,371-7917,0,0,0,105,28.24,93,6.74,98,9.62,2,3.43,1,0
CA,124,408,343-6374,1,0,0,89,41.58,80,16.05,114,9.27,4,3.05,1,0
NM,122,408,385-8730,0,1,23,85,22.81,132,19.32,96,5.51,2,2.3,2,0
NE,37,408,393-7892,1,1,39,122,25.45,75,17.94,90,5.14,4,2.48,1,0
SC,90,408,407-6748,0,1,29,109,25.52,103,22.5,97,8.03,4,1.57,1,0
CO,159,408,341-4463,1,0,0,53,43.71,127,26.54,82,8.24,6,2.38,1,1
DE,148,415,351-2587,0,0,0,83,21.15,81,15.27,99,11.39,6,3.05,0,0
OH,39,415,421-9752,0,1,36,121,24.09,113,19.75,131,9.99,5,3.24,1,0
MS,77,408,356-4001,0,0,0,87,39.1,138,8.77,136,13.93,3,3.05,2,0
OK,194,408,328-9869,0,0,0,88,27.59,118,18.16,81,8.64,2,2.94,0,0
CO,154,415,343-5709,0,0,0,75,59.64,94,18.4,100,11.43,9,2.73,1,1
NC,112,415,334-1872,0,0,0,96,32.86,123,22.45,115,5.79,3,2.46,4,0
MD,45,415,350-1040,0,0,0,127,13.29,108,21.54,100,11.48,3,4.86,1,0
KS,132,415,369-3214,0,0,0,110,14.18,137,19.74,114,6.6,5,2.05,1,0
MA,128,415,385-6778,0,0,0,99,33.25,120,22.76,76,7.42,2,4.32,0,0
NC,135,415,383-7689,0,0,0,81,34.31,114,19.13,82,9.2,6,2.78,1,0
NM,56,408,385-5722,0,0,0,110,33.49,102,18.94,91,10.14,6,2.86,2,0
CA,151,415,357-1909,1,0,0,57,37.06,88,9.72,95,12.11,1,3.35,0,1
NY,32,415,364-3567,0,0,0,98,28.02,96,19.54,108,7.53,2,4,2,0
AZ,90,415,422-4241,0,0,0,77,30.46,99,17.91,58,12.46,6,2.48,2,0
SD,87,415,370-2957,0,1,21,113,36.38,114,15.3,82,6.05,5,2.86,0,0
DC,138,415,329-6562,0,0,0,87,28.99,116,10.05,111,8.46,7,3.02,2,0
ND,79,408,363-3515,0,0,0,123,34.97,108,18.23,106,10.17,18,1.81,1,0
MO,95,415,374-7787,1,0,0,84,28.14,112,24.33,89,8.95,2,3.11,1,1
KS,127,415,345-2931,0,0,0,100,37.57,113,13.66,96,10.49,4,1.84,2,0
SD,137,510,373-5732,0,0,0,118,41.16,93,16.24,50,9.84,2,3.97,3,0
OK,97,415,348-7437,0,0,0,107,25.77,96,13.21,112,10.8,4,3.97,1,0
OR,149,415,332-9460,1,0,0,87,29.95,81,12.33,92,11.23,4,1.54,0,0
IN,117,415,355-6531,1,1,22,82,33.32,82,27.43,120,10.15,5,1,1,0
OH,84,408,336-9390,0,0,0,125,27.12,90,21,82,8.46,4,1.94,2,0
KS,137,415,346-8581,0,0,0,113,39.13,79,18.73,111,9.21,7,2.89,4,0
CT,99,415,363-8824,0,0,0,64,24.94,99,23.29,98,14.46,1,2.4,3,0
NH,54,510,353-3351,0,0,0,102,35.79,83,17.38,53,5.75,5,2.3,1,0
WI,85,415,360-4320,0,0,0,95,17.34,139,22.97,105,6.67,3,2.89,1,0
MS,150,510,417-6252,0,0,0,99,21.42,73,20.27,100,12.83,6,2.75,3,0
WV,43,415,393-4949,0,0,0,125,28.63,89,20.72,102,9.66,2,3,1,0
MA,35,415,401-3156,0,0,0,129,17.95,129,21.95,77,9.59,3,2.35,0,0
MD,98,415,338-6283,0,0,0,92,35.11,152,14.98,115,10.48,5,3.35,5,0
PA,112,510,352-9017,0,0,0,76,36.91,100,17.44,91,8.36,3,2.54,2,0
WI,16,510,405-5305,0,0,0,78,39.03,108,17.48,91,7.48,2,2.92,0,1
TN,98,415,376-9249,0,1,22,89,47.31,143,7.94,42,4.84,5,2.62,0,0
TX,84,408,339-7139,0,0,0,102,23.56,93,16.92,137,9.18,4,2.11,0,0
OR,94,415,328-6011,0,0,0,103,39.85,109,23.74,121,10.54,2,0.54,1,1
IL,84,510,378-1303,0,0,0,129,30.86,112,11.11,118,8.39,4,2.3,1,0
DC,66,415,402-5155,0,0,0,91,28.44,68,19.55,118,8.63,5,2.86,1,1
GA,98,415,333-5430,0,1,31,105,20.57,98,18.61,110,10.2,1,3.24,1,0
ID,74,415,365-9696,0,0,0,124,37.59,94,9.42,112,10.8,3,2.86,0,0
UT,96,408,410-4023,0,1,26,108,24.79,89,16.34,96,7.43,2,2.67,1,0
KY,119,510,411-7649,0,0,0,122,37.88,107,13.87,112,7.23,6,3.02,1,0
OH,73,415,338-4065,0,0,0,80,31.18,115,20.57,100,9.06,3,2.03,4,0
WI,92,415,421-9401,1,0,0,91,44.93,115,13.68,73,8.94,5,2.51,0,0
IL,21,415,343-9658,0,0,0,78,24.82,79,9.32,108,11.13,7,1.84,0,0
DE,122,510,332-5521,0,0,0,134,26.71,122,15.72,59,8.87,5,2.3,4,1
RI,133,510,349-4369,1,0,0,108,21.64,81,21.36,88,6.08,3,2.78,1,0
TX,145,415,351-4288,0,0,0,110,31.94,117,16.75,108,7.52,4,1.3,2,0
OR,25,408,422-5874,0,0,0,90,30.4,72,12,99,9.14,5,2.27,2,0
NV,64,415,396-2324,0,0,0,80,16.52,90,15.83,92,8.5,6,2.81,2,0
NE,85,415,416-5662,0,0,0,85,44.17,117,20.6,72,7.6,1,1.46,0,0
MS,126,415,363-9663,0,0,0,112,43.61,90,16.96,122,8.47,5,1.89,3,0
OR,76,415,410-9477,0,0,0,77,28.82,87,10.54,92,9.87,3,2.7,0,0
DE,113,415,352-4418,0,0,0,47,40.75,110,24.05,88,10.73,3,2.35,2,1
DE,224,510,361-6563,1,0,0,99,29.16,103,13.6,102,9.56,2,1.35,1,1
AZ,117,408,417-4404,0,0,0,84,40.78,106,14.86,93,9.43,2,2.65,0,0
SD,128,408,372-8048,0,1,34,73,24.19,79,16.56,81,10.77,6,4.32,1,0
NV,115,415,356-3646,0,0,0,98,31.3,73,27.8,106,9.56,6,2.03,2,0
NM,141,415,351-9604,0,1,28,126,35.17,126,22.47,124,7.73,11,2.51,2,0
MN,51,510,355-9581,0,0,0,114,44.18,94,14.98,112,3.47,1,4.13,1,0
NJ,100,415,396-5189,0,0,0,122,34.65,76,24.06,83,8.88,3,3.38,0,0
IN,96,415,356-9187,0,1,45,124,42.3,77,11.93,102,11.86,2,2.78,3,0
DC,112,415,394-5537,0,1,16,110,37.67,123,11.07,108,9,3,3.05,1,0
MA,129,510,408-2712,1,0,0,131,32.79,101,15.77,130,9.23,4,2.94,1,0
ME,163,415,404-4486,0,0,0,129,20.81,108,9.64,97,8.11,7,3.38,1,0
NH,67,415,355-1113,0,1,40,65,17.83,93,18.39,128,9.78,9,2.59,1,0
AZ,140,408,411-4674,0,0,0,91,29.44,106,16.73,128,9.42,5,3.02,3,0
OR,49,510,376-4519,0,0,0,69,20.3,92,23.23,153,9.65,7,3.35,2,0
KS,46,510,365-5979,0,0,0,100,42.55,90,22.15,104,8.78,2,3.59,2,1
NE,148,415,382-2879,0,0,0,98,30.31,110,24.02,98,8.15,4,3.08,1,0
MI,112,510,420-1383,0,0,0,77,41.38,97,15.48,94,11.66,2,3.46,1,0
SC,78,415,411-7390,0,0,0,106,26.35,101,14.9,125,7,5,3.19,2,0
PA,61,408,383-8848,0,1,31,101,49.08,102,17.32,49,9.14,3,2.32,0,0
MT,58,510,387-9301,0,1,29,80,40.87,91,10.11,108,7.39,3,3.02,1,0
NM,155,415,399-3164,0,0,0,123,32.35,96,25.61,134,9.66,3,2.16,1,0
OH,100,510,385-8997,0,0,0,76,47.26,74,15.02,126,9.88,4,2.24,0,1
WY,113,510,352-6573,0,0,0,93,26.35,106,28.1,123,8.52,3,3.65,1,0
MI,81,415,408-3384,0,0,0,99,26.1,102,16.8,86,8.93,2,1.7,2,0
AR,135,510,419-6033,0,1,27,141,46.48,99,13.09,112,11.06,6,3.32,1,0
FL,99,408,336-2090,0,0,0,93,26.4,95,22.58,67,6.56,4,3.35,0,0
AR,59,510,343-7242,0,1,29,114,22.63,82,18.8,103,5.92,3,1.84,1,0
MO,135,510,376-1713,0,0,0,129,41.96,121,15.96,109,6.95,5,3.4,1,0
WI,85,408,381-5878,1,0,0,107,28.12,126,16.66,110,15.71,7,2.59,2,0
TX,70,510,390-5470,0,0,0,103,10.12,106,21.86,86,9.37,6,3,0,0
TX,88,510,414-4803,0,0,0,116,23.51,138,20.06,110,8.06,4,2.59,3,0
NM,55,510,382-5478,0,0,0,100,48.74,121,11.42,122,8.68,5,1.86,2,0
GA,75,415,333-7637,0,0,0,114,19.94,61,17.09,82,4.86,3,3.29,1,0
ID,79,510,341-1647,0,1,21,79,44.93,118,17.24,92,7.8,3,1.7,4,0
AL,85,408,411-4232,0,0,0,107,21.74,124,23.05,76,9.1,5,3.38,0,0
KS,86,408,339-2616,0,1,23,107,38.34,105,20.94,81,11.06,2,2.65,0,0
SD,91,510,327-3850,0,0,0,115,25.33,105,20.85,94,11.7,3,2.24,0,0
LA,149,415,328-7209,0,1,20,77,33.81,88,23.29,76,8.58,9,3.86,1,0
OH,97,408,405-6189,0,0,0,125,43.59,100,23.28,101,10.02,1,3,1,1
MA,88,415,418-6737,0,0,0,124,45.02,112,20.86,115,7.22,2,4,1,1
AZ,60,415,366-2212,0,0,0,88,16.69,69,15.34,69,10.06,2,2.51,2,0
KY,54,408,356-1420,0,0,0,99,27.17,64,22.44,70,5.21,7,2.62,2,0
DC,11,415,343-1323,0,1,28,86,32.4,122,18.71,80,8.11,3,1.62,3,0
WA,109,415,361-8239,0,0,0,120,31.28,119,10.23,86,6.92,3,2.97,0,0
UT,90,415,384-1621,0,0,0,128,44.51,104,18.75,91,6.15,5,2.59,1,0
RI,115,408,360-3525,0,0,0,109,25.14,117,19.41,90,13.49,9,2.59,3,0
OH,144,415,392-3813,0,1,18,109,18.09,113,9.19,111,9.38,5,2.73,1,0
NV,91,408,337-6898,0,0,0,75,22.73,87,16.6,89,12.62,2,1.59,0,0
ND,105,415,366-8036,0,1,23,85,32.9,90,18.72,111,12.26,5,2.3,0,0
NV,71,415,352-8327,1,0,0,113,30.29,94,14.26,111,8.19,3,3.67,3,1
FL,132,510,334-9505,0,1,36,103,38.45,125,15.44,102,11.65,5,2.84,3,1
MD,112,415,336-5702,0,0,0,103,28.97,71,17.02,100,11.62,4,3.13,1,0
AZ,86,415,392-2381,0,1,32,163,12.05,121,14.17,105,11.02,5,3,3,0
AL,41,510,369-6880,0,1,34,63,33.05,110,21.67,115,7.21,9,4.64,2,0
NE,44,415,416-8697,0,0,0,146,40.85,83,13.99,106,10.83,2,2.86,1,0
NV,78,408,345-3451,0,0,0,116,12.75,87,21.14,83,7.92,6,2.57,3,0
IL,149,408,379-2514,0,0,0,117,11.75,100,11.59,53,8.18,3,1.7,1,0
WV,72,510,418-6651,0,1,33,59,16.42,98,26.81,117,7.35,4,1.67,4,1
MI,139,415,421-3528,0,1,20,101,36.48,132,19.98,132,7.33,12,4,0,0
AR,74,510,329-9046,0,0,0,111,25.25,42,12.45,83,13.01,6,2.67,3,0
UT,50,510,406-3890,0,0,0,106,43.88,106,13.72,110,10.13,5,3.16,1,0
GA,141,510,403-8904,0,1,23,112,25.45,118,13.81,115,9.91,2,2.05,3,0
AZ,140,408,393-4086,0,0,0,134,25.47,98,13.97,124,13.26,2,2.19,1,0
ID,99,408,400-1367,0,0,0,102,32.37,107,13.44,92,12.22,4,3.02,2,0
HI,166,408,377-9473,0,0,0,108,30.84,54,21.57,94,5.05,6,3.13,1,0
NV,124,408,396-3068,0,0,0,123,25.69,104,15.93,93,11.49,3,1.43,1,0
MD,74,415,331-9293,0,0,0,116,26.47,63,14.76,97,11.58,4,2.19,0,0
GA,117,510,347-1914,0,0,0,95,25.48,110,21.77,92,9.57,13,3.59,2,0
GA,85,510,395-1962,0,0,0,132,37.79,101,19.68,75,10.06,2,2.97,3,0
UT,36,415,401-5485,0,1,16,111,25.4,113,11.2,87,5.97,2,1.81,0,0
MA,102,510,355-6560,1,0,0,103,39.75,131,18.84,106,6.61,3,3.46,0,0
IN,76,415,363-3911,0,0,0,100,34.71,139,24.87,105,10.99,2,2.84,0,0
VT,165,510,345-1998,0,0,0,126,41.29,65,17.83,126,10.28,0,0,1,0
IA,130,415,361-5277,0,0,0,119,25.57,99,19.59,76,8.38,4,3.32,1,0
IN,78,415,376-7145,0,0,0,119,35.51,132,21.45,120,12.61,7,3.46,0,0
AL,55,415,375-2975,1,0,0,91,32.62,110,21.77,101,9.17,6,3.86,1,1
ME,92,415,376-8573,1,0,0,113,22.22,122,22.15,98,10.99,2,2.54,2,1
RI,129,415,366-7360,0,1,33,104,20.33,88,23.69,175,11.85,2,1.59,2,0
MD,18,408,347-7898,0,0,0,93,46.51,116,9.74,120,11.28,4,2.21,1,0
FL,161,415,390-7328,1,0,0,114,26.54,63,15.33,115,8.08,9,3,2,0
CA,93,415,356-5491,0,1,36,134,30.38,102,15.18,82,5.71,4,2.16,2,0
AL,144,415,373-3251,0,0,0,93,30.18,75,24.43,118,8.12,3,3.21,2,0
ME,75,408,343-1965,1,0,0,61,35.92,119,8.98,63,7.92,4,2.62,4,1
WV,95,415,378-8019,0,0,0,91,29.78,109,20.77,95,3.41,2,2.03,1,0
SD,126,415,386-1548,0,1,23,102,19.43,103,16.18,111,10.82,7,3.4,3,0
FL,124,415,397-1649,0,1,28,104,42.74,89,19.13,121,11.34,5,2.03,1,0
MI,93,415,366-7247,1,0,0,61,36.87,120,17.63,110,9.98,5,4.73,1,1
MI,109,415,402-9691,1,1,26,138,36.92,111,12.37,76,12.63,3,2.51,0,0
NM,80,510,334-9806,0,0,0,97,35.07,98,13.17,82,11.86,12,3.35,0,0
AK,41,415,378-7733,0,0,0,66,27.08,75,10.7,76,11.79,5,3,1,0
OH,136,415,407-2248,0,1,31,88,24.33,65,20.11,120,10.25,5,3.08,2,0
MO,92,415,405-3916,0,0,0,122,26.18,88,28.03,117,12.96,2,1.51,3,1
KS,143,408,407-2081,0,1,24,69,31.72,116,18.87,138,10.57,5,3.13,1,0
MS,118,415,397-9148,0,1,26,114,29.04,125,16.96,98,7.64,5,2.59,5,1
VT,193,408,415-4857,0,1,17,102,21.08,81,17.25,129,9.23,3,3.32,1,0
NE,73,415,354-7314,0,0,0,94,33.71,101,23.74,87,6.58,8,4,3,0
VA,62,408,346-5611,0,0,0,101,29.38,97,17.41,90,10.84,8,2.46,2,0
DE,30,415,349-4703,0,1,30,74,36.96,86,18.17,104,10.22,3,1.78,0,0
AL,60,408,411-7778,1,1,29,113,45.2,94,18.34,82,4.86,12,3.78,0,1
ID,148,510,421-1469,0,1,14,137,15.91,72,16.47,84,6.52,5,4.73,1,0
MS,96,510,420-5990,0,0,0,100,16.69,88,26.11,120,8.21,1,2.05,2,0
OK,52,408,389-4780,0,0,0,68,36.5,138,13.48,114,5.55,4,2.54,2,0
NM,87,415,357-2735,0,0,0,92,28.59,100,19.1,99,7.63,3,3.48,1,0
WI,41,408,409-4791,0,0,0,97,34.49,104,13.07,92,5.11,3,2.43,3,0
WV,112,415,380-5286,0,0,0,108,44.44,102,13.13,90,5.89,2,3.13,1,0
SC,88,510,394-8402,0,0,0,86,12.46,82,13.72,76,10.78,3,2.21,4,1
KY,122,408,392-1616,0,1,27,84,43.13,109,19.48,123,8.57,5,2.48,7,0
MO,61,408,364-1969,0,0,0,108,7.65,74,12.86,94,6.88,6,2.65,2,0
IL,87,510,390-4152,0,0,0,105,39.32,108,14.59,136,3.05,6,3.51,1,0
OK,176,408,367-7039,0,0,0,125,8.06,90,14.26,107,7.34,8,2.84,2,0
MI,30,510,391-6607,0,0,0,88,38.66,100,15.51,134,8.63,3,3.38,0,0
NJ,95,415,379-6652,0,1,22,126,6.95,90,11.34,91,11.89,7,3.21,0,0
ID,46,415,384-1833,0,0,0,133,21.22,143,13.37,72,8.97,4,2.32,2,0
DC,100,510,403-2455,1,0,0,110,11.65,115,28.65,99,9.23,9,3.27,0,0
NY,47,415,391-1348,0,1,37,77,27.8,102,17.26,87,10.44,4,2.11,2,0
AL,77,415,408-4174,0,0,0,112,27.71,89,18.62,66,10.5,3,1.81,2,0
OR,98,415,366-4334,0,1,38,61,36.33,104,21.51,73,9.35,5,2.89,2,0
OK,125,415,406-5059,0,1,36,117,34.22,78,3.59,104,5.66,3,1.46,1,0
LA,67,510,373-6784,0,0,0,97,52.77,123,5.65,99,11.09,10,2.48,4,0
NE,194,408,408-3532,0,0,0,101,8.23,138,23.89,87,9.83,1,4.91,1,0
TX,128,415,350-8680,0,1,40,88,29.1,109,12.38,93,8.86,6,3.78,1,0
UT,190,415,398-9870,0,1,22,93,28.31,92,15.56,102,5.44,3,2.3,0,0
OR,165,415,343-3356,0,0,0,126,36.82,104,16.22,123,10.11,8,3.35,0,0
NY,59,408,415-4609,0,0,0,113,18.33,125,18.41,92,9.79,3,2.67,2,0
AL,47,408,404-5387,0,1,28,94,24.02,108,14.28,84,5.11,2,2.11,1,0
RI,150,415,415-8151,0,1,29,77,35.68,52,13.43,113,6.39,1,1.78,0,0
MN,152,415,416-2778,1,1,20,120,40.38,94,21.54,80,11.93,3,3.83,9,1
NC,26,415,393-3300,0,0,0,109,39.87,129,18.4,94,8.62,6,0.95,3,0
MD,79,510,391-7661,0,1,31,90,17.53,135,20.66,92,3.44,8,3.29,3,0
RI,95,510,339-4317,0,1,27,106,22.02,90,21.16,115,12.06,3,3.21,1,0
WI,69,510,418-6455,1,0,0,90,47.57,91,21.14,118,7.69,10,2.27,2,1
VT,95,510,378-3508,1,1,41,91,23.26,61,17.07,67,6.02,9,2.78,5,1
CT,31,415,390-9359,0,1,31,54,17.02,97,20.94,131,11.48,3,1.59,0,0
OK,121,408,364-2495,0,1,31,63,40.31,117,17.48,85,8.85,5,2.73,4,0
AK,111,415,364-7719,0,0,0,58,29.38,108,15.56,104,7.15,3,2.13,4,1
NY,157,415,421-1189,0,0,0,111,38.17,99,17.06,118,5.25,2,3.11,2,0
GA,44,510,419-8987,0,0,0,112,48.98,92,21.93,90,8.66,4,2.75,3,1
UT,61,510,402-9980,1,0,0,103,13.29,149,16.65,100,4.86,6,2.73,2,0
NM,65,415,376-5908,0,0,0,80,25.28,94,22.02,107,6.73,6,3.43,2,0
NE,74,415,400-3150,0,1,25,84,33.08,103,10.19,75,7.9,2,3.54,2,0
NJ,123,408,336-1749,0,0,0,77,27.12,92,25.82,120,10.21,4,3.24,0,0
TX,58,408,420-1259,0,1,20,110,33.07,89,18.16,92,10.65,2,2.57,1,0
MT,74,408,339-7541,0,0,0,96,29.6,94,21.34,123,11.59,5,2.24,2,1
CO,125,415,378-9029,0,0,0,97,22.41,100,11.62,119,13.87,6,2.08,2,0
VT,80,415,342-7514,0,0,0,103,27.3,109,20.15,88,11.03,1,2.89,1,0
RI,53,408,422-4956,0,1,18,107,24.96,84,26.35,130,8.04,7,1.94,0,0
WY,99,408,389-8606,0,1,28,88,34.12,116,22.46,102,7.77,5,2.46,1,0
ID,99,415,406-7261,0,0,0,106,24.75,106,8.36,83,10.39,5,2.94,1,0
CT,66,415,417-7973,0,1,29,104,39,84,21.88,119,10.42,1,2.16,2,0
ME,97,510,390-2891,0,0,0,76,35.87,100,16.07,102,5.54,4,1.27,3,0
AZ,75,510,385-7387,0,1,37,97,20.66,110,23.07,97,11.19,5,3.05,2,0
MD,85,510,362-2776,1,0,0,73,36.72,117,16,98,6.62,7,0.97,2,0
IN,108,510,329-1955,0,0,0,88,49.81,101,13.65,87,6.48,6,2.7,2,0
NC,133,408,344-3160,1,1,32,137,37.59,99,22.52,108,7.6,4,4.16,2,1
DE,51,510,406-2454,0,0,0,108,30.86,87,16.74,119,8.42,2,2.78,1,0
MN,186,415,335-3913,0,1,26,107,12.63,116,15.07,90,13.33,3,3.92,2,0
WI,44,415,355-7705,1,0,0,92,10.59,82,23.38,108,6.24,3,2.92,1,0
FL,64,408,410-7108,0,1,31,88,38.86,109,21.12,124,7.52,1,2.43,3,0
WV,44,510,419-1674,0,0,0,121,38.78,79,23.5,77,12.59,5,2.67,2,1
SD,114,415,351-7369,0,1,36,90,52.68,89,17.03,105,8.26,2,3.83,1,0
FL,92,415,349-9566,0,0,0,74,34.32,119,19.28,80,9.79,6,3.7,3,0
OR,110,408,333-3421,0,0,0,112,25.47,93,15.3,119,6.3,4,3.16,2,0
CO,90,408,393-8199,0,1,30,76,31.25,95,19.52,124,6.48,3,2.08,1,0
CT,72,408,388-4879,0,1,21,108,31.74,86,28.48,119,8.42,4,4.46,1,0
IN,113,415,353-6007,0,0,0,151,35.6,113,29.52,116,11.07,2,2,1,1
PA,171,415,416-1557,0,1,25,77,37.94,118,15.57,90,6.79,3,2.75,3,0
NM,104,415,356-7217,0,0,0,109,27.91,90,13.21,117,7.6,8,2.89,1,0
ME,165,408,350-2012,0,0,0,75,25.59,93,16.41,93,14.02,2,2.78,1,0
SD,104,510,420-9838,0,0,0,128,39.81,92,24.91,79,8.28,6,2.65,0,1
AR,110,408,373-6379,0,0,0,102,9.4,124,14,108,9.03,5,2.75,1,0
TX,90,408,355-7293,1,0,0,97,37.71,134,17.32,154,9.71,4,2.27,1,0
NH,114,415,406-4588,0,0,0,85,28.83,86,5.01,124,8.07,8,2,1,0
OK,101,408,345-1524,0,0,0,118,15.25,79,22.11,93,7.65,11,3.65,5,1
WI,117,408,375-8493,0,1,14,81,13.63,103,18.62,102,5.52,2,2.32,1,0
AL,109,408,361-2924,0,0,0,105,37.21,87,25.49,110,7.14,4,3.05,2,0
PA,82,408,359-6163,0,0,0,96,21.37,137,17.65,103,8.24,2,3.48,1,0
OK,92,510,411-8140,0,0,0,85,29.97,125,7.94,107,9.32,1,2.59,2,0
ME,82,510,381-9049,0,1,29,111,35.22,137,21.6,92,7.62,5,2.57,2,0
WV,90,415,344-4478,0,0,0,138,34.97,83,13.76,104,12.14,6,3.38,2,0
HI,87,408,360-2690,0,1,28,95,25.74,97,12.95,109,11.25,0,0,1,0
MN,124,510,410-7383,0,0,0,70,26.78,79,11.11,98,8.7,4,2.59,3,0
NY,39,408,356-1889,0,0,0,68,27.27,103,8.72,106,10.59,5,2.46,2,0
AZ,84,415,341-2360,0,0,0,80,27.03,128,14.27,101,7.54,5,3.32,1,0
OH,75,510,370-3021,0,1,46,62,36.4,111,17.08,126,11.11,6,2.48,0,0
MI,102,510,336-4656,0,0,0,89,17.44,77,20.91,140,7.67,4,2.46,2,0
MA,62,415,386-2810,1,0,0,86,27.15,76,16.79,105,5.47,6,3.75,0,1
WV,143,510,350-1354,0,0,0,109,34.48,104,14.09,71,6.48,4,1.24,1,0
MI,53,415,346-5707,0,0,0,95,9.78,131,22.57,128,10.99,6,3.13,3,0
